body,title,url
"
Texto: Mauricio M. Castillo
Diseño web: Miguel Ángel Garnica
 

Compara el antes y después deslizando la barra central
(da clic para ver más grande)


El próximo 8 de noviembre se cumplen 500 años del primer encuentro entre Moctezuma y Hernán Cortés. Esta conmemoración —que es recordar colectivamente, diría el historiador Edmundo O´ Gorman— pone de relieve esa censura histórica que refirió Octavio Paz en la que los mexicanos olvidan o niegan periodos de su pasado social.
Uno de esos periodos –dijo Paz–  que han sido tachados, borroneados y enmendados con más furia es el de la Nueva España. Uno de los nombres que se ha querido escribir con tinta invisible es el de Hernán Cortés, iniciador de esos 300 años de Conquista. 
En eventos de aniversarios, que culminarán en 2021 al cumplirse cinco siglos de la caída de México-Tenochtitlan, llama la atención la ausencia de este nombre y su figura en el espacio público de la Ciudad de México. No hay para el celoso extremeño, como lo llamó Cervantes, una avenida, colonia o estatua que lo reconozca; sólo una calle.
Plaza principal de la ciudad de Medellín, en España. Atrás se observa el castillo donde la reina Isabel vivió y del lado izquierdo se observa la iglesia donde el conquistador fue bautizado. En la parte de abajo del monumento se lee Méjico, con “j”. Archivo de EL UNIVERSAL.
El doctor Javier Rico Moreno, profesor del Colegio de Historia de la Facultad de Filosofía y Letras de la UNAM, habla con EL UNIVERSAL sobre esta ausencia cortesiana y su significado.
Asegura: “la nomenclatura de la Ciudad de México vinculada a la historia nacional es producto de una política del pasado, en ocasiones silenciosa. Cada gobierno decide qué acontecimientos y personajes conviene fijar en la memoria de los habitantes; los monumentos y la nomenclatura urbana son un instrumento eficaz.
“En este sentido, esa política del pasado cobra importancia no sólo por las presencias que se quiere mantener, sino también por las ausencias o los destierros (hechos o personajes que no aparecen en la nomenclatura del centro capitalino, sino de la periferia).
“Se aprecia como algo normal que los gobernantes se identifiquen o exalten las figuras de héroes nacionales asociados a la Independencia, la Reforma o la Revolución. Si algún gobernante se identificara o exaltara a algún personaje relacionado con la Conquista, irremediablemente se juzgaría como un acto de traición a la patria.
“En una política conmemorativa del pasado no tienen cabida los actos dolorosos, las heridas, los ultrajes. Si ya la estatua de Cristóbal Colón ha estado en riesgo, una calle que lleve el nombre de Hernán Cortés se antoja imposible; Octavio Paz lo explicaría de forma contundente: ‘la conquista es una herida que mana sangre todavía’”.
Grabado que representa el encuentro entre Hernán Cortés y Moctezuma, que según los registros históricos se llevó a cabo el 8 de noviembre de1519. Colección Villasana/Torres. 
Isabel la Católica, la reina castellana que patrocinó los viajes de Colón, cuenta con una larga vía en su honor que atraviesa el Centro Histórico de la capital. Paralela a ella están las calles de Motolinía y Gante, en recuerdo a estos primeros franciscanos que evangelizaron a los indígenas.
En honor de Cristóbal Colón existen dos monumentos porfirianos en la alcaldía Cuauhtémoc y una calle en por lo menos cinco colonias de la gran urbe. Los gobernantes mexicas Moctezuma y Cuauhtémoc, contemporáneos de Cortés, son homenajeados en cientos de calles, colonias, escuelas, estatuas y toda clase de comercios.
En el cruce de la Avenida Cuauhtémoc y la calle Romero de Terreros, en la colonia Narvarte Poniente, se observa esta nomenclatura de vías en la cual apreciamos el nombre de Cuauhtémoc, tlatoani azteca cuyo nombre lo lleva también una estación del Metro. Foto: David Pineda Villalpando/Cortesía.
Nomenclatura del cruce entre la Avenida Isabel la Católica y la calle San Jerónimo, mientras que en la otra imagen se observa otro letrero vial que indica la vía Isabel la Católica y la dirección del Museo del Estanquillo, en el Centro Histórico. Foto: David Pineda Villalpando/Cortesía.
Malitzin o Doña Marina, ese genio de la Conquista, es el nombre de varias calles, acaso la más famosa en el centro de Coyoacán. Los virreyes Bucareli y Revillagigedo también tienen sus calles. Pareciera que sólo don Hernán carece de homenajes públicos.
En 1971, el geógrafo Carlos Morales Díaz elaboró un diccionario llamado ¿Quién es quién en la nomenclatura de la Ciudad de México?
En el apartado “Hernán Cortés” registraron tres calles con este nombre: una en Xochimilco, otra en la colonia Tlacopac y una más en Lomas de Virreyes. A la fecha sólo se conserva la de la última. Es una arteria breve que inicia en Corregidores y termina en Boulevard de Virreyes en la zona de Las Lomas de Chapultepec de la capital.
Entre Boulevard de Virreyes y Corregidores está la calle Hernán Cortés de corta extensión. Foto: David Pineda Villalpando/Cortesía.
Al preguntarle qué trascendencia tiene la falta de una avenida Hernán Cortés, Rico Moreno afirma que “la ausencia del nombre de Hernán Cortés en la nomenclatura de la Ciudad de México es relevante por lo que expresa: la tendencia a seguir negando parte de nuestro pasado y, por tanto, la negación de una parte de nosotros mismos.
“Sostener el carácter violento de la Conquista no debiera implicar la negación de los tres siglos durante los cuales se fue gestando parte importante de la identidad cultural”, dice.
En la esquina de República del Salvador y Pino Suárez, en el Centro Histórico, se encuentra un mural de mosaico que recuerda el encuentro entre Cortés y Moctezuma, que tuvo lugar, supuestamente, en ese mismo sitio el 8 de noviembre de 1519.
Mural en la esquina de las calles República del Salvador y Pino Suárez, en el Centro Histórico, donde supuestamente se llevó a cabo el encuentro entre Moctezuma y Hernán Cortés, el ocho de noviembre de 1519. Se trata de una réplica en talavera de la pintura de Juan Correa. Crédito: Mauricio M. Castillo.
La obra es una réplica en talavera de la pintura del novohispano Juan Correa.  Esta es la única representación de Cortés en una avenida en la Ciudad que él refundó, en el mismo espacio en que estuvo Tenochtitlan. 
En el parque Xicoténcatl, cerca del Museo de las Intervenciones, en Coyoacán,  hay un conjunto de cuatro figuras: un hombre vestido a la usanza del siglo XVI, un  león, una mujer indígena y un águila junto a ella. No hay ninguna placa del autor o qué representa el conjunto. La voz popular dice que son Cortés y Doña Marina. Lo cierto es que en este lugar  no hay referencia al respecto.
Es un hecho que el nombre mismo del conquistador extremeño levanta ámpula. La polémica se reaviva durante las conmemoraciones.
En el parque Xicoténcatl, cerca del Museo de las Intervenciones, hay un conjunto de estatuas es un hombre vestido a la usanza del siglo XVIII, una mujer indígena y un enorme león. La voz popular indica que es la representación de Hernán Cortés y Doña Marina; sin embargo, no hay una placa que lo indique. Foto: Mauricio M. Castillo/Cortesía.
En marzo pasado el presidente Andrés Manuel López Obrador puso el tema sobre la mesa al enviar una carta al Rey de España, Felipe VI, para que éste pidiera disculpas a México.
Esto se suma a la constante alusión del mandatario a la historia como un tema  de buenos contra malos. Al respecto Javier Rico sostiene: “La visión maniquea está presente en toda política del pasado, y todos los gobiernos ponen en práctica una política del pasado para legitimar el poder.
“Se establece también una continuidad entre los villanos del pasado y los del presente, añade el doctor en historia de la UNAM: porfiristas, neoliberales, conservadores y esa especie de aristocracia con privilegios que se designa con el impreciso (pero, eficaz por efectista) vocablo fifí.
“Lo que está en juego no sólo es el estigma y la descalificación de los adversarios políticos, sino también una polarización de la sociedad que haría difícil dialogar  y convivir”.
Si Cortés no goza de un monumento en bronce o granito, sí lo tiene en las letras. En 1992, José Luis Martínez, uno de los intelectuales más importantes de México, publicó en el Fondo de Cultura Económica la  biografía de este personaje en su obra Hernán Cortés.
Portada del libro Hernán Cortés de Jose Luis Martínez. Editorial Fondo de Cultura Económica.

El libro es considerado por muchos el mejor trabajo hecho sobre el conquistador. Su lectura es oportuna en estos tiempos. En las últimas páginas escribe Martínez: “Acaso alguna vez consigamos librarlo [a Cortés] de las ideologías y estudiarlo con la cruel objetividad de la historia, para descubrir con luces y sombras una personalidad excepcional. Ignorar o mutilar la historia no la cambia”.

La imagen principal es la plaza de Trujillo en España, donde se erige la estatua de Hernán Cortés, un día común de mercado en medio de los comerciantes de la localidad. Archivo/EL UNIVERSAL. La foto comparativa antigua es un grabado que hace alusión al encuentro de Hernán Cortés con Moctezuma en noviembre de 1519 de la Colección Villasana/Torres.

Fuentes:
Entrevista con el doctor Javier Rico Moreno, profesor del Colegio de Historia de la Facultad de Filosofía y Letras de la UNAM.
Morales Díaz, Carlos. Quién es quién en la nomenclatura de la Ciudad de México.
Martínez, José Luis. Hernán Cortés. Editorial Fondo de Cultura Económica.
Paz Octavio, Sor Juana Inés de la Cruz o las trampas de la fe.

 
",¿Por qué no hay avenidas llamadas Hernán Cortés?,https://www.eluniversal.com.mx/opinion/mochilazo-en-el-tiempo/por-que-no-hay-avenidas-llamadas-hernan-cortes
"Estados Unidos es un país de inmigrantes. Lo dice su historia y las cifras. Un informe de Pew Research Center anota que la población inmigrante alcanzó un récord de 44.4 millones en 2017. 
Es decir, los inmigrantes representan el 13.6% del total de población en Estados Unidos. En 1970 representaban sólo el 4.7%. 
Aunque los inmigrantes están asentados por todo el territorio, hay tres entidades con mayor densidad. Pew Research Center anota que aproximadamente la mitad (45%) de los 44.4 millones de inmigrantes del país vive en tres estados: California (24%), Texas (11%) y Nueva York (10%).
Recomendamos 






Aquí se habla español; las cifras del idioma en Estados Unidos 


El español es la lengua extranjera más hablada en Estados Unidos, pero la proporción de latinos que la hablan en casa ha disminuido. 



“California tenía la mayor población de inmigrantes de cualquier estado en 2017, con 10.6 millones. Texas y Nueva York tenían más de 4.5 millones de inmigrantes cada uno”, explican en su informe más reciente con datos de 2016. 
Estados donde viven más inmigrantes 
1) California: 10,680,264 inmigrantes. Representan el 27% del total de la población del estado. Viven principalmente en Los Ángeles, San Francisco, San José, San Diego, Sacramento y Riverside. 
2) Texas: 4,707,859 inmigrantes. Representan el 16.9%. La mayoría vive en Houston y Dallas. 
3) Nueva York: 4,542,675 inmigrantes. Representan el 23%. Hay mayor densidad en la ciudad de Nueva York. 
4) Florida: 4,237, 561 inmigrantes. Representan el 20.6%. Miami y Orlando son las ciudades con los principales asentamientos. 
5) Nueva Jersey: 2,006,279 inmigrantes. Representan el 22.4%.
6) Illinois: 1,772,722 inmigrantes. Representan el 13.8%. Chicago es la ciudad con más inmigrantes. 
7) Massachusetts: 1,126,192 inmigrantes. Representan el 16.5%. La mayoría vive en Boston. 
8) Georgia: 1,034,063 inmigrantes. Representan el 10%. Atlanta es la ciudad que aloja más inmigrantes. 
9) Virginia: 1,022,197 inmigrantes. Representan el 12.2%. 
10) Washington: 1,019,317 inmigrantes. Representan el 14%. Viven principalmente en Seattle.

Fuente y elaboración: Pew Research Center
Estados donde viven menos inmigrantes
1) Wyoming: 20,580 inmigrantes. Representan el 3.5%.
2) Montana: 23,250 inmigrantes. Representan el 2.2%.
3) Vermont: 23,298 inmigrantes. Representan el 3.7%. 
Los inmigrantes residen en 20 áreas metropolitanas; las principales son Nueva York, Los Ángeles y Miami con “ 28.7 millones de inmigrantes, o el 65% del total de la nación”, agrega la investigadora Jynnah Radford. 
37.4 millones de inmigrantes tienen una residencia documentada y 10.5 millones son indocumentados. 
Lee 






Documentos que necesitas para pedir la visa de tratamiento médico


Es necesario tener el diagnóstico de un médico certificado para iniciar el proceso 



",,https://www.viveusa.mx/educacion/mapa-entidades-de-estados-unidos-donde-viven-mas-inmigrantes
"A pesar de los exhortos que la Secretaría de Educación del Gobierno del Estado (SEGE) ha hecho a las autoridades correspondientes para que sean retirados diversos puestos informales que venden alimentos chatarra afuera de los centros escolares, y de la existencia de una ley que regula esta situación, no ha habido una respuesta contundente para evitar que los estudiantes sigan consumiendo estos alimentos al salir de sus actividades escolares.
Al respecto, el director de Educación Básica de la SEGE, Gaudencio Medellín Hervert, comentó que como autoridad educativa no tienen facultades para retirar a quienes se instalan a las afueras de las escuelas para realizar la venta, ya que su ámbito de competencia se limita a las cooperativas escolares, en las que aseguró no se venden este tipo de alimentos que no contribuyen al sano desarrollo de los niños y jóvenes.
El funcionario recordó que existe una ley en materia de salud establecida para contribuir en la estrategia a nivel nacional y estatal, para evitar los altos índices de sobrepeso y obesidad que se registra entre la población infantil, sin embargo, reconoció que existen situaciones en las cuales deben intervenir las autoridades, en este caso las que controlan el comercio en la vía pública.
Comentó que el programa ha dado buenos resultados y se promueve constantemente, tanto en los niños como los padres de familia, las recomendaciones encaminadas a la sana alimentación de los niños y jóvenes desde el momento en que salen de sus hogares, por lo que llamó a la población a evitar la compra de comida chatarra al exterior de las escuelas.
 
apl
","Autoridades, sin atender llamado de SEGE para retirar puestos de comida chatarra",https://sanluis.eluniversal.com.mx/sociedad/13-09-2019/autoridades-sin-atender-llamado-de-sege-para-retirar-puestos-de-comida-chatarra
"
El Sistema de Transporte Metrobús informó los circuitos y las estaciones que estarán temporalmente cerradas debido al Desfile Militar que se realizará el lunes 16 de septiembre.
A través de redes sociales, el Sistema de Transporte precisó las líneas en las que sucederán estas interrupciones.
 

#MovilidadCDMX pic.twitter.com/4Z8CSbXjlM
 — Metrobús CDMX (@MetrobusCDMX) September 13, 2019

Línea 1
Informó que en un horario de 10:00 a 14:00 horas se implementará un circuito de Indios Verdes a Reforma, así como de Glorieta de Insurgentes a El Caminero. Señaló que la estación que no tendrá servicio será Hamburgo. 
Línea 3
En esta Línea se implementará, en un horario de 10:00 a 14:00 horas, un circuito de Tenayuca a Buenavista, y otro de Juárez a Etiopía. Se indicó que las estaciones que no darán servicio son Mina e Hidalgo.
Línea 4
En un horario de 05:00 a 10:00 horas, esta Línea, en su Ruta Sur, se implementará un circuito de Isabel La Católica a Buenavista, así como de La Merced a San Lázaro. Permanecerán sin servicio la estación Circunvalación, Las Cruces, Museo de la Ciudad y Pino Suárez. 
En tanto, en la Ruta Norte y Aeropuerto el servicio no tendrá interrupción hasta las 10:00 horas.
En esta misma Línea, pero en un horario de 10:00 a 14:00 horas, se implementará un circuito de La Merced a San Lázaro en la Ruta Sur. Se advirtió que no habrá servicio desde Buenavista a Las Cruces. En tanto, en la Ruta Norte y Aeropuerto habrá un circuito de la estación Teatro Blanquita a San Lázaro, y no habrá servicio desde Buenavista a Bellas Artes. 
Línea 7
Para esta Línea habrá un circuito de Indios Verdes a Hidalgo, y de Hospital Infantil La Villa a Hidalgo. Se señaló que las estaciones que permanecerán sin servicio abarcan desde Campo Marte a Glorieta Violeta. Esto, en un horario de 05:00 a 15:00 horas. 
etp
",Estos son los circuitos que implementará el Metrobús por el Desfile Militar,http://www.eluniversal.com.mx/metropoli/cdmx/estos-son-los-circuitos-que-implementara-el-metrobus-por-el-desfile-militar
"
La gastronomía mexicana es una cocina multidiversa, prueba de ello es esta receta de pescado en nogada del chef Gustave Montaudon, quien fue el cocinero del restaurante París en la Ciudad de México. 
Para celebrar estas fiestas patrias con algo diferente al pozole, los chiles en nogada y las tostadas de pata, aquí te dejamos la receta del famoso pescado en nogada.



Pescado en Nogada 
Ingredientes para la nogada: 
1 taza de nueces 
1/4 de taza de almendras sin piel  
1 taza de leche (puedes reemplazar por leche de almendras)  
1/2 shot de jerez 
50 g de queso de cabra 
½ bolillo remojado en leche con canela y piloncillo rallado 
½ taza de crema espesa  
 Ingredientes para el pescado:  
2 filetes pámpano o lobina sin espinas  
10 ramitas de perejil fresco, lavado y secado 
150 g de hojas de espinaca desinfectadas  
 ½ taza de Aceite de Oliva 
1 cucharada de Vinagre de Vino Blanco con Ajo 
Sal de mar al gusto  
Pimienta negra martajada  
¼ de taza de granada para decorar 
3 cucharadas de Alcaparras 
10 aceitunas negras sin hueso 

Preparación de la Nogada: 
Las nueces se remojan toda una noche en agua, se las escurre y se las colocan con la leche a hervir. 
Las almendras se remojan 8 horas, se escurren y se colocan con una nueva agua, a hervir por 30 minutos y se pelan. 
En el vaso de la licuadora se colocan las nueces, almendras, pan, queso, crema, jerez, canela, azúcar y sal. Muele todo muy bien y reserva hasta el momento de bañar el pescado. 
Preparación del pescado 
Se fríe el pescado en aceite de oliva Carbonell, previamente sazonado y enharinado.  
Se hace una vinagreta batiendo con un batidor de globo, el aceite de oliva con nuestro vinagre de vino blanco con ajo Carbonell, sal y pimienta. 
Se presenta en una cama de espinacas con un poco de vinagreta. Encima va el pescado bañado en la nogada y se adorna con granada, alcaparras, aceitunas negras y rama de perejil.  

 



Artículo


Lanzan chile en nogada para mascotas

Menú


Dog & Roll es un restaurante donde los perritos tienen su propio menú para degustar 







 
",Prepara un delicioso pescado en nogada,http://www.eluniversal.com.mx/menu/prepara-un-delicioso-pescado-en-nogada
"

Desde que adquiere conciencia de pertenencia a una civilización, el ser humano ha buscado medios seguros y eficaces para disponer de su patrimonio y evitar su pérdida tras su fallecimiento. Como es sabido, el derecho mexicano tiene su fuente en el romano y el testamento fue una clara invención de éste.

En Roma, elaborar un testamento revestía normas muy rigurosas. Por regla general, se hacía en presencia de los pontífices máximos, con el consentimiento del titular, de forma oral. La asamblea, convocada a comicios, lo que únicamente ocurría dos veces al año, fungía como testigo de calidad e incluso deliberaba sobre la aceptación o no del documento. A pesar de su complejidad, morir intestado constituía un deshonor.

En 1859 se encargó la elaboración de un proyecto de Código Civil a Justo Sierra O'Reilly, el cual sirvió de fundamento al que finalmente fue aprobado por el Congreso el 8 de diciembre de 1870. Dicha normativa refrendó que para lograr la certeza del testamento e impedir su falsificación, además de un fedatario público, se incluyeran testigos que le dieran mayor seguridad. Es curioso que Benito Juárez, siendo abogado y promotor de esta legislación, jamás hizo testamento.

En 1884, gracias al pleito conyugal entre el presidente Manuel González y Laura Fernández de Arteaga Mantecón, se eliminó la obligación de repartir porciones forzosas de la herencia a la esposa y a los hijos, estableciéndose la absoluta libertad del testador para dejar todos sus bienes a la persona que le plazca, sea pariente o no.

Las legislaciones subsecuentes mantuvieron las mismas reglas y solemnidades. No fue sino hasta 1994 que se hizo una importante modificación, ya que se suprimió la exigencia de que tres testigos, que no fueran familiares de los beneficiarios, acompañaran conjuntamente al testador ante el notario, lo que desalentaba el ejercicio de esa potestad. Desde esa fecha, testar es tan sencillo como concurrir ante el notario, en cualquier tiempo, y hacerlo.

En 2000 se creó el programa “Jornada Notarial” que, entre otros, tiene por objeto que los herederos, al momento de adjudicarse, obtengan reducciones en cuanto al pago de las contribuciones que se generen. Por último, en 2003 la Secretaría de Gobernación convocó al notariado mexicano para llevar a cabo programas que fomentaran el otorgamiento de testamentos, comprometiendo el cobro de honorarios accesibles a la población.

Poco a poco, el mes de septiembre, además de ser fecha propicia para recordar nuestra mexicanidad, la que incluye ese supuesto arrojo ante el hecho inevitable de la futura desaparición física, se ha convertido en un valioso recordatorio de que se debe otorgar testamento, si es que se pretende que nuestros herederos nos recuerden con afecto y no con el estigma de los inconvenientes, gastos extraordinarios y aun pleitos que les dejamos encima, todo por nuestra indolencia.

A pesar de todas las facilidades, campañas de difusión, subsidios y de su propia importancia, de acuerdo a la información emitida por el Colegio de Notarios de la Ciudad de México, en nuestro país sólo una de cada 20 personas con capacidad de testar lo ha hecho y 30% de estos actos de última voluntad se concentran en la capital.

Testar no sólo implica resolver quién será el dueño de los que fueron nuestros bienes, sino comprende situaciones quizá más trascendentes, tales como elegir a la persona que nos sustituirá en la guarda y custodia de nuestros hijos menores de edad. No ejercer ese derecho conlleva autorizar que otros, ajenos a los vínculos de la familia, decidan lo que no fuimos capaces de hacer.

 
",Mes del testamento,https://www.eluniversal.com.mx/opinion/angel-gilberto-adame/mes-del-testamento
"
El Presidente Andrés Manuel López Obrador adelantó esta tarde que ya tiene la lista de las ¡vivas! que gritará este domingo en el Grito de Independencia, desde el balcón de Palacio Nacional. 
En sus redes sociales, el titular del Ejecutivo federal detalló que serán 20 vivas por ser imprescindibles y por las circunstancias. 
“Quise menos o más pero ya decidí que serán, por las circunstancias y por imprescindibles, veinte ¡vivas! para mañana por la noche”,  escribió. 
Acompañado de este mensaje, el mandatario difundió una fotografía de Santiago Arau, del Zócalo adornado con luces y elementos patrios, el cual fue comentado minutos después por el embajador de Estados Unidos en México, Christopher Landau, quien escribió: “Uno de los espacios urbanos más imponentes e históricos del mundo. ¡Una joya de México!”. 
 

Uno de los espacios urbanos más imponentes e históricos del mundo. ¡Una joya de México!
 — Embajador Christopher Landau (@USAmbMex) September 14, 2019

Enrique Peña Nieto lanzó 11 vivas en su último Grito
El año pasado, en su último Grito, el expresidente Enrique Peña Nieto, acompañado de su entonces esposa Angélica Rivera,  lanzó 11 vivas para recordar el inicio de la lucha por la Independencia de México. 
“Mexicanos: ¡Viva Hidalgo!, ¡Viva Morelos!, ¡Viva Josefa Ortiz de Domínguez!, ¡Viva Allende!, ¡Viva Aldama!, ¡Viva Galeana!, ¡Viva Matamoros!, ¡Viva Guerrero!, ¡Viva la Independencia Nacional!, ¡Viva México!”, gritó el exmandatario.
",AMLO dará 20 “vivas” en la noche del Grito de Independencia ,http://www.eluniversal.com.mx/nacion/amlo-dara-20-vivas-en-la-noche-del-grito-de-independencia
"

Hace cuatro o cinco años, un amigo que vino a México en representación de una empresa francesa para participar en una reunión internacional de empresarios, me decía que no entendía por qué los mexicanos que intervenían, en su mayoría, leían sus ponencias, mientras en general los provenientes de otros países hablaban e intentaban convencer con datos puntuales, explicaban procesos e incluso desarrollaban propuestas, sin leer. Polemizaban con otros oradores, es decir, improvisando en torno a lo que habían escuchado, apoyándose en algunas ideas y experiencias a la vez que desarrollaban las propias.

Recordé, en días pasados, aquella vieja discusión en que llegábamos a la conclusión de que aquellas disparidades tenían que ver con los sistemas educativos y de manera central con la lectura y la expresión oral y escrita. Todo aquello me recordó el impulso que ha dado a la oratoria Francisco Ealy Ortiz, a través del periódico EL UNIVERSAL, mediante la organización de concursos de oratoria, de intercambios internacionales, desde hace años, y de eventos recientes. El impulso a la oratoria es el impulso a la comprensión, al orden de las ideas, a la expresión oral, al pensamiento estructurado.

Los sistemas educativos que tienen como uno de sus pilares la lectura fortalecen grandemente la comprensión, la expresión oral y la escrita, desarrollan la creatividad y promueven el debate. Si comparamos el sistema educativo francés con el mexicano, encontramos una enorme brecha entre uno y el otro precisamente en la lectura. Desde los primeros años, el liceo francés inicia a los pequeños en la lectura; hay preguntas sobre lo que entendieron, deben resumir lo leído, cuidar la gramática en la expresión correcta, explicar oralmente lo que leyeron, escribir un resumen (que es la forma primaria de organizar ideas) que inicia con algunas frases y se desarrolla en su complejidad. Puede afirmarse que la lectura es un pilar del sistema educativo, como lo son las matemáticas. Y justo es reconocer que aún nuestro sistema educativo tiene un muy largo camino por recorrer.

Adicionalmente, la lectura promueve la imaginación, amplía horizontes, plantea interrogantes, estimula la comprensión, ayuda a la expresión oral y escrita, refuerza identidades, alienta la creación, alienta la curiosidad, fortalece las relaciones a través del diálogo, fortalece el manejo de la lengua.

Es verdaderamente triste reconocer que estadísticas de la Unesco muestran que la mayoría de los jóvenes en América Latina que llegan a la Secundaria carecen de competencias básicas de comprensión lectora. México debe avanzar. Revivir, impulsar la oratoria, sin duda es un importante punto de apoyo. Los desafíos son enormes porque hay que remontar los atrasos.

No está plenamente comprobado, pero sí es una tendencia: la lectura se estanca o desciende en algunos países, aunque en otros se mantiene elevada. Pero si se compara el tiempo creciente que se dedica al Internet y actividades en computadoras, en general retrocede el tiempo dedicado a la lectura, lo que no significa que esté en proceso de extinción. La media mundial es de 6.5 horas de lectura por semana. En México se lee 5.5 horas por semana; en Estados Unidos, 5.7, mientras en Francia, 6.9 y en Rusia, 7.1. Los países en los que más se lee son: India, Tailandia y China; alcanzan entre 9 y 11 horas de lectura por semana, lo que se traduce en elevados niveles de aprendizaje, de creatividad e innovación. Otros estudios señalan que en México en promedio sólo 4 de cada 10 personas leen.

Mientras, la media global de horas dedicadas a Internet es de 8.9. Francia y EU se encuentran casi en la media global con 8.8 horas. Alemania, 6.4 y China, 10.8. Pero en la educación se da una gran importancia a la lectura, las madres chinas exigen mucho a sus hijos.

La lectura tiene una enorme influencia en el desarrollo cognoscitivo, en la capacidad intelectual y en la potencialidad de desarrollo creativo, en la expresión oral y escrita. Los países asiáticos avanzan. Será por eso que en los exámenes de admisión a postgrados en algunas de las más prestigiadas universidades en Estados Unidos, las pruebas que deben pasar los estudiantes provenientes de Asia tienen un nivel más elevado que el general en pruebas académicas y certificación de competencias para el ingreso. Se reconoce competitivamente su importante desarrollo.

Periodista, analista internacional
",En favor de la lectura,https://www.eluniversal.com.mx/opinion/enriqueta-cabrera/en-favor-de-la-lectura
"
El Sistema de Transporte Colectivo (STC) Metro informó que la estación Zócalo, perteneciente a la Línea 2, permanecerá cerrada a partir del domingo, 15 de septiembre, y hasta que finalice el Desfile Militar el día lunes, 16. Esto, debido a los festejos por el 209 aniversario del inicio de la Independencia de México. 
A través de un comunicado, el Sistema de Transporte señaló que este domingo el servicio en el resto de las estaciones que integran las 12 Líneas de la red operará en con el horario establecido para ese día de la semana, de las 07:00 a las 24:00 horas, con excepción del Metro Zócalo. 
Se indicó que los usuarios que quieran asistir a la plancha del Zócalo tienen como alternativas las estaciones de Pino Suárez, en las Líneas 1 y 2; Bellas Artes, de las Líneas 2 y 8, así como el Metro Isabel La Católica en la Línea 1 y la estación de San Juan de Letrán, en la Línea 8.
Se recalcó que se mantiene el ingreso de bicicletas los domingos y días festivos en el horario de servicio ya mencionado. 
etp
",Metro Zócalo estará cerrado los días 15 y 16 por festejos patrios,https://www.eluniversal.com.mx/metropoli/cdmx/metro-zocalo-estara-cerrado-los-dias-15-y-16-por-festejos-patrios
"A nivel estatal, durante los primeros ocho meses de este año se crearon 36 mil 782 nuevos empleos, cifra con la cual se supera en 14.7% la meta que se proyectó en materia de contrataciones para 2019.
De acuerdo a cifras publicadas por el Instituto Mexicano del Seguro Social (IMSS), en agosto pasado se registraron en el estado de Querétaro un total de 4 mil 665 nuevos empleos, cifra con la cual se logra alcanzar un acumulado de 36 mil 782 contrataciones en los primeros ocho meses de 2019.
Cabe recordar que para este año, el gobierno estatal, a través de la Secretaría de Desarrollo Sustentable (Sedesu), se proyectó alcanzar la cifra de 32 mil nuevos empleos; sin embargo, a cuatro meses de que concluya el año ya se tiene 4 mil 714 más contrataciones de lo presupuestado, que equivale a un aumento del 14.7%.
En enero de este año se contabilizaron 10 mil 648 empleos; en febrero, 6 mil 478; marzo, 2 mil 700; abril, 5 mil 952; mayo, mil 863; junio 3 mil 67; julio, mil 409 y agosto, 4 mil 665.
Con datos del IMSS, durante el mes de agosto de 2019 se registraron 613 mil 572 trabajadores asegurados en Querétaro, frente a los 579 mil 564 contabilizados el mismo mes de 2018. El crecimiento anual de Querétaro en generación de empleos llegó a 5.9%, lo que coloca a esta entidad en la cuarta con mayor avance en el número de contrataciones.
Los cinco estados con mayor aumento anual en la generación de empleos durante agosto son: Nayarit, que alcanzó 7.3%; Campeche, 7.2%; Aguascalientes, 6.1%; Querétaro, 5.9% y Sinaloa, 4.2%.
En el país, dice el IMSS, se han creado en lo que va del año 342 mil 645 empleos, de los cuales, 94% son permanentes.
Crece 1.8% empleo en el país
De esta manera, la variación anual del empleo en el país en comparación a agosto de 2018 es de 1.8%.
Este crecimiento anual es impulsado por el sector de comunicaciones y transportes con 5.3%, agropecuario con 5.0%, y servicios para empresas con 2.7%
Al 31 de agosto de 2019, el salario base de cotización de trabajadores asegurados en el país al IMSS alcanzó un monto de 379.7 pesos.
En el mismo periodo se tienen registrados ante el instituto 996 mil 419 patrones, equivalente a un crecimiento anual de 2.3%.
El incremento en agosto de este año es de 2 mil 639 patrones, y en lo que va del año se han registrado 18 mil 142 nuevos patrones.
",Superan en 14.7% generación de nuevos empleos para 2019,https://www.eluniversalqueretaro.mx/portada/superan-en-147-generacion-de-nuevos-empleos-para-2019
